Wavelength (nm),Sum(calc),Na I (5.9e-4),Na II (1.2e-2),Na III (4.5e-21),Mg I (2.5e-3),Mg II (2.0e-2),Mg III (1.2e-5),Al I (2.1e-2),Al II (1.4e-1),Al III (4.1e-6),Si I (2.1e-1),Si II (4.1e-1),Si III (1.9e-5),K I (1.5e-3),K II (4.7e-2),K III (1.3e-12),Ca I (6.2e-4),Ca II (1.5e-2),Ca III (2.1e-4),Cr I (0.0e+0),Cr II (0.0e+0),Mn I (1.1e-4),Mn II (8.7e-4),Fe I (7.6e-3),Fe II (4.2e-2),Fe III (5.7e-6),Cu I (7.1e-4),Cu II (1.7e-3),Zn I (2.9e-3),Zn II (4.6e-3),Y I (0.0e+0),Y II (0.0e+0),La I (1.1e-3),La II (4.9e-2),Ce I (0.0e+0),Ce II (0.0e+0),Pr II (0.0e+0),Nd I (0.0e+0),Nd II (0.0e+0),Eu I (0.0e+0),Eu II (0.0e+0),Dy I (0.0e+0),Dy II (0.0e+0),Ho I (0.0e+0),Ho II (0.0e+0),Er I (0.0e+0),Er II (0.0e+0),Tm I (0.0e+0),Tm II (0.0e+0),Yb I (0.0e+0),Yb II (0.0e+0),Lu I (0.0e+0),Lu II (0.0e+0)
618.97,3.817e-2,2.336e-11,,,9.277e-15,4.930e-17,,2.426e-12,3.744e-2,8.283e-28,1.873e-13,3.706e-16,2.798e-18,1.630e-15,1.096e-20,,1.933e-4,1.528e-15,2.118e-21,0,,,1.644e-18,2.252e-15,1.117e-17,1.978e-11,,5.347e-4,1.239e-14,7.876e-18,0,0,3.515e-7,7.997e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619,3.376e-2,1.343e-11,,,9.276e-15,4.931e-17,,2.425e-12,3.312e-2,8.278e-28,1.873e-13,3.672e-16,1.914e-18,1.630e-15,1.086e-20,,1.314e-4,1.529e-15,1.546e-21,0,,,1.642e-18,2.253e-15,1.117e-17,2.037e-11,,5.060e-4,1.239e-14,7.883e-18,0,0,2.224e-7,8.002e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.02,3.107e-2,9.255e-12,,,9.275e-15,4.932e-17,,2.424e-12,3.048e-2,8.275e-28,1.872e-13,3.649e-16,1.481e-18,1.630e-15,1.079e-20,,1.013e-4,1.529e-15,1.250e-21,0,,,1.641e-18,2.253e-15,1.118e-17,2.085e-11,,4.863e-4,1.239e-14,7.887e-18,0,0,1.634e-7,8.005e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.05,2.742e-2,5.271e-12,,,9.274e-15,4.932e-17,,2.423e-12,2.689e-2,8.271e-28,1.871e-13,3.615e-16,1.004e-18,1.631e-15,1.069e-20,,6.823e-5,1.529e-15,9.040e-22,0,,,1.639e-18,2.254e-15,1.118e-17,2.169e-11,,4.561e-4,1.239e-14,7.893e-18,0,0,1.024e-7,8.010e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.07,2.523e-2,3.610e-12,,,9.273e-15,4.933e-17,,2.423e-12,2.474e-2,8.268e-28,1.871e-13,3.593e-16,7.720e-19,1.631e-15,1.063e-20,,5.226e-5,1.530e-15,7.265e-22,0,,,1.638e-18,2.255e-15,1.118e-17,2.231e-11,,4.357e-4,1.239e-14,7.898e-18,0,0,7.474e-8,8.014e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.1,2.230e-2,2.036e-12,,,9.272e-15,4.934e-17,,2.422e-12,2.186e-2,8.264e-28,1.870e-13,3.559e-16,5.183e-19,1.632e-15,1.053e-20,,3.487e-5,1.530e-15,5.213e-22,0,,,1.636e-18,2.256e-15,1.119e-17,2.333e-11,,4.050e-4,1.239e-14,7.904e-18,0,0,4.639e-8,8.019e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.12,2.058e-2,1.386e-12,,,9.271e-15,4.934e-17,,2.421e-12,2.017e-2,8.261e-28,1.870e-13,3.536e-16,3.961e-19,1.632e-15,1.047e-20,,2.654e-5,1.530e-15,4.170e-22,0,,,1.634e-18,2.256e-15,1.119e-17,2.407e-11,,3.847e-4,1.239e-14,7.908e-18,0,0,3.365e-8,8.022e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.15,1.834e-2,7.744e-13,,,9.270e-15,4.935e-17,,2.420e-12,1.797e-2,8.256e-28,1.869e-13,3.502e-16,2.634e-19,1.632e-15,1.037e-20,,1.754e-5,1.531e-15,2.979e-22,0,,,1.632e-18,2.257e-15,1.119e-17,2.523e-11,,3.546e-4,1.239e-14,7.915e-18,0,0,2.069e-8,8.027e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.17,1.707e-2,5.237e-13,,,9.269e-15,4.936e-17,,2.419e-12,1.672e-2,8.253e-28,1.869e-13,3.480e-16,2.000e-19,1.633e-15,1.030e-20,,1.327e-5,1.531e-15,2.382e-22,0,,,1.631e-18,2.257e-15,1.120e-17,2.603e-11,,3.350e-4,1.239e-14,7.919e-18,0,0,1.492e-8,8.031e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.19,1.597e-2,3.532e-13,,,9.269e-15,4.936e-17,,2.418e-12,1.564e-2,8.250e-28,1.868e-13,3.457e-16,1.515e-19,1.633e-15,1.024e-20,,1.001e-5,1.531e-15,1.911e-22,0,,,1.630e-18,2.258e-15,1.120e-17,2.686e-11,,3.158e-4,1.239e-14,7.923e-18,0,0,1.073e-8,8.034e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.22,1.463e-2,1.948e-13,,,9.267e-15,4.937e-17,,2.417e-12,1.433e-2,8.246e-28,1.868e-13,3.423e-16,9.944e-20,1.633e-15,1.014e-20,,6.529e-6,1.532e-15,1.392e-22,0,,,1.628e-18,2.259e-15,1.120e-17,2.812e-11,,2.881e-4,1.239e-14,7.930e-18,0,0,6.508e-9,8.039e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.24,1.393e-2,1.306e-13,,,9.267e-15,4.938e-17,,2.417e-12,1.366e-2,8.243e-28,1.867e-13,3.400e-16,7.485e-20,1.634e-15,1.007e-20,,4.896e-6,1.532e-15,1.147e-22,0,,,1.626e-18,2.259e-15,1.120e-17,2.896e-11,,2.704e-4,1.239e-14,7.934e-18,0,0,4.650e-9,8.043e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.27,1.317e-2,7.131e-14,,,9.265e-15,4.939e-17,,2.416e-12,1.293e-2,8.239e-28,1.866e-13,3.366e-16,4.866e-20,1.634e-15,9.977e-21,,3.163e-6,1.532e-15,9.007e-23,0,,,1.624e-18,2.260e-15,1.121e-17,3.022e-11,,2.452e-4,1.238e-14,7.940e-18,0,0,2.795e-9,8.048e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.29,1.286e-2,4.749e-14,,,9.265e-15,4.939e-17,,2.415e-12,1.262e-2,8.236e-28,1.866e-13,3.344e-16,3.640e-20,1.634e-15,9.911e-21,,2.357e-6,1.533e-15,8.061e-23,0,,,1.623e-18,2.261e-15,1.121e-17,3.105e-11,,2.294e-4,1.238e-14,7.944e-18,0,0,1.984e-9,8.051e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.32,1.264e-2,2.570e-14,,,9.263e-15,4.940e-17,,2.414e-12,1.243e-2,8.231e-28,1.865e-13,3.310e-16,2.344e-20,1.635e-15,9.813e-21,,1.509e-6,1.533e-15,7.567e-23,0,,,1.621e-18,2.262e-15,1.121e-17,3.226e-11,,2.073e-4,1.238e-14,7.951e-18,0,0,1.181e-9,8.056e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.34,1.267e-2,1.701e-14,,,9.263e-15,4.941e-17,,2.413e-12,1.248e-2,8.228e-28,1.865e-13,3.287e-16,1.742e-20,1.635e-15,9.748e-21,,1.117e-6,1.533e-15,7.835e-23,0,,,1.620e-18,2.262e-15,1.122e-17,3.304e-11,,1.937e-4,1.238e-14,7.955e-18,0,0,8.335e-10,8.059e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.37,1.296e-2,9.114e-15,,,9.261e-15,4.941e-17,,2.412e-12,1.278e-2,8.224e-28,1.864e-13,3.253e-16,1.111e-20,1.636e-15,9.650e-21,,7.082e-7,1.534e-15,9.178e-23,0,,,1.618e-18,2.263e-15,1.122e-17,3.417e-11,,1.750e-4,1.238e-14,7.961e-18,0,0,4.916e-10,8.064e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.39,1.331e-2,5.994e-15,,,9.261e-15,4.942e-17,,2.411e-12,1.315e-2,8.221e-28,1.864e-13,3.231e-16,8.208e-21,1.636e-15,9.585e-21,,5.211e-7,1.534e-15,1.077e-22,0,,,1.616e-18,2.263e-15,1.122e-17,3.487e-11,,1.639e-4,1.238e-14,7.966e-18,0,0,3.446e-10,8.068e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.42,1.406e-2,3.182e-15,,,9.259e-15,4.943e-17,,2.410e-12,1.391e-2,8.217e-28,1.863e-13,3.197e-16,5.186e-21,1.636e-15,9.487e-21,,3.273e-7,1.534e-15,1.444e-22,0,,,1.614e-18,2.264e-15,1.123e-17,3.587e-11,,1.490e-4,1.238e-14,7.972e-18,0,0,2.014e-10,8.073e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.44,1.471e-2,2.080e-15,,,9.259e-15,4.943e-17,,2.410e-12,1.457e-2,8.214e-28,1.863e-13,3.174e-16,3.806e-21,1.637e-15,9.422e-21,,2.393e-7,1.535e-15,1.792e-22,0,,,1.613e-18,2.265e-15,1.123e-17,3.648e-11,,1.404e-4,1.238e-14,7.976e-18,0,0,1.403e-10,8.076e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.46,1.546e-2,2.084e-15,,,9.258e-15,4.944e-17,,2.409e-12,1.533e-2,8.211e-28,1.862e-13,3.152e-16,2.787e-21,1.637e-15,9.357e-21,,1.745e-7,1.535e-15,2.244e-22,0,,,1.612e-18,2.265e-15,1.123e-17,3.706e-11,,1.328e-4,1.238e-14,7.981e-18,0,0,9.747e-11,8.080e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.49,1.680e-2,2.091e-15,,,9.257e-15,4.945e-17,,2.408e-12,1.667e-2,8.206e-28,1.861e-13,3.118e-16,1.738e-21,1.638e-15,9.259e-21,,1.082e-7,1.535e-15,3.167e-22,0,,,1.610e-18,2.266e-15,1.123e-17,3.784e-11,,1.234e-4,1.238e-14,7.987e-18,0,0,5.619e-11,8.085e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.51,1.781e-2,2.095e-15,,,9.256e-15,4.945e-17,,2.407e-12,1.769e-2,8.203e-28,1.861e-13,3.095e-16,1.264e-21,1.638e-15,9.193e-21,,7.841e-8,1.536e-15,3.991e-22,0,,,1.608e-18,2.267e-15,1.124e-17,3.830e-11,,1.184e-4,1.238e-14,7.991e-18,0,0,3.880e-11,8.088e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.54,1.951e-2,2.102e-15,,,9.255e-15,4.946e-17,,2.406e-12,1.940e-2,8.199e-28,1.860e-13,3.061e-16,7.808e-22,1.638e-15,9.095e-21,,4.815e-8,1.536e-15,5.640e-22,0,,,1.607e-18,2.268e-15,1.124e-17,3.891e-11,,1.130e-4,1.238e-14,7.998e-18,0,0,2.216e-11,8.093e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.56,2.075e-2,2.106e-15,,,9.254e-15,4.947e-17,,2.405e-12,2.064e-2,8.196e-28,1.860e-13,3.038e-16,5.645e-22,1.639e-15,9.030e-21,,3.468e-8,1.536e-15,7.090e-22,0,,,1.605e-18,2.268e-15,1.124e-17,3.926e-11,,1.106e-4,1.238e-14,8.002e-18,0,0,1.520e-11,8.096e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.59,2.276e-2,2.113e-15,,,9.253e-15,4.947e-17,,2.404e-12,2.265e-2,8.192e-28,1.859e-13,3.005e-16,3.454e-22,1.639e-15,8.932e-21,,2.109e-8,1.537e-15,9.956e-22,0,,,1.603e-18,2.269e-15,1.125e-17,3.970e-11,,1.091e-4,1.238e-14,8.008e-18,0,0,8.601e-12,8.102e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.61,2.420e-2,2.117e-15,,,9.252e-15,4.948e-17,,2.403e-12,2.409e-2,8.189e-28,1.859e-13,2.982e-16,2.481e-22,1.639e-15,8.867e-21,,1.510e-8,1.537e-15,1.245e-21,0,,,1.602e-18,2.269e-15,1.125e-17,3.994e-11,,1.093e-4,1.238e-14,8.013e-18,0,0,5.865e-12,8.105e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.64,2.647e-2,2.124e-15,,,9.251e-15,4.949e-17,,2.402e-12,2.636e-2,8.184e-28,1.858e-13,2.948e-16,1.504e-22,1.640e-15,8.769e-21,,9.097e-9,1.538e-15,1.733e-21,0,,,1.600e-18,2.270e-15,1.125e-17,4.022e-11,,1.116e-4,1.238e-14,8.019e-18,0,0,3.286e-12,8.110e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.66,2.805e-2,2.129e-15,,,9.250e-15,4.949e-17,,2.402e-12,2.794e-2,8.181e-28,1.857e-13,2.925e-16,1.074e-22,1.640e-15,8.704e-21,,6.470e-9,1.538e-15,2.155e-21,0,,,1.599e-18,2.271e-15,1.126e-17,4.035e-11,,1.143e-4,1.238e-14,8.023e-18,0,0,2.227e-12,8.113e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.69,3.051e-2,2.135e-15,,,9.249e-15,4.950e-17,,2.401e-12,3.039e-2,8.177e-28,1.857e-13,2.891e-16,6.445e-23,1.641e-15,8.606e-21,,3.862e-9,1.538e-15,2.973e-21,0,,,1.597e-18,2.272e-15,1.126e-17,4.047e-11,,1.202e-4,1.237e-14,8.030e-18,0,0,1.236e-12,8.118e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.71,3.220e-2,2.140e-15,,,9.248e-15,4.951e-17,,2.400e-12,3.208e-2,8.174e-28,1.856e-13,2.869e-16,4.572e-23,1.641e-15,8.541e-21,,2.729e-9,1.539e-15,3.674e-21,0,,,1.595e-18,2.272e-15,1.126e-17,4.051e-11,,1.253e-4,1.237e-14,8.034e-18,0,0,8.321e-13,8.122e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.73,3.391e-2,2.144e-15,,,9.247e-15,4.951e-17,,2.399e-12,3.378e-2,8.171e-28,1.856e-13,2.846e-16,3.235e-23,1.641e-15,8.475e-21,,1.924e-9,1.539e-15,4.528e-21,0,,,1.594e-18,2.273e-15,1.126e-17,4.050e-11,,1.313e-4,1.237e-14,8.038e-18,0,0,5.588e-13,8.125e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.76,3.651e-2,2.151e-15,,,9.246e-15,4.952e-17,,2.398e-12,3.637e-2,8.167e-28,1.855e-13,2.812e-16,1.917e-23,1.642e-15,8.378e-21,,1.134e-9,1.539e-15,6.166e-21,0,,,1.592e-18,2.274e-15,1.127e-17,4.043e-11,,1.420e-4,1.237e-14,8.045e-18,0,0,3.061e-13,8.130e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.78,3.825e-2,2.155e-15,,,9.245e-15,4.953e-17,,2.397e-12,3.810e-2,8.164e-28,1.855e-13,2.790e-16,1.348e-23,1.642e-15,8.312e-21,,7.941e-10,1.540e-15,7.553e-21,0,,,1.591e-18,2.274e-15,1.127e-17,4.033e-11,,1.503e-4,1.237e-14,8.049e-18,0,0,2.043e-13,8.134e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.81,4.083e-2,2.162e-15,,,9.244e-15,4.954e-17,,2.396e-12,4.067e-2,8.159e-28,1.854e-13,2.756e-16,7.910e-24,1.642e-15,8.214e-21,,4.634e-10,1.540e-15,1.019e-20,0,,,1.589e-18,2.275e-15,1.127e-17,4.013e-11,,1.641e-4,1.237e-14,8.055e-18,0,0,1.108e-13,8.139e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.83,4.253e-2,2.167e-15,,,9.243e-15,4.954e-17,,2.396e-12,4.235e-2,8.157e-28,1.854e-13,2.733e-16,5.527e-24,1.643e-15,8.149e-21,,3.226e-10,1.540e-15,1.240e-20,0,,,1.587e-18,2.275e-15,1.128e-17,3.996e-11,,1.742e-4,1.237e-14,8.060e-18,0,0,7.350e-14,8.142e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.86,4.501e-2,2.173e-15,,,9.242e-15,4.955e-17,,2.395e-12,4.481e-2,8.152e-28,1.853e-13,2.699e-16,3.213e-24,1.643e-15,8.051e-21,,1.865e-10,1.541e-15,1.658e-20,0,,,1.585e-18,2.276e-15,1.128e-17,3.964e-11,,1.908e-4,1.237e-14,8.066e-18,0,0,3.950e-14,8.147e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.88,4.660e-2,2.178e-15,,,9.241e-15,4.956e-17,,2.394e-12,4.639e-2,8.149e-28,1.852e-13,2.677e-16,2.231e-24,1.643e-15,7.986e-21,,1.290e-10,1.541e-15,2.006e-20,0,,,1.584e-18,2.277e-15,1.128e-17,3.939e-11,,2.027e-4,1.237e-14,8.070e-18,0,0,2.603e-14,8.150e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.91,4.887e-2,2.184e-15,,,9.240e-15,4.956e-17,,2.393e-12,4.865e-2,8.145e-28,1.852e-13,2.643e-16,1.285e-24,1.644e-15,7.888e-21,,7.388e-11,1.541e-15,2.657e-20,0,,,1.582e-18,2.278e-15,1.129e-17,3.896e-11,,2.216e-4,1.237e-14,8.077e-18,0,0,1.386e-14,8.155e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.93,5.029e-2,2.189e-15,,,9.239e-15,4.957e-17,,2.392e-12,5.006e-2,8.142e-28,1.851e-13,2.620e-16,8.864e-25,1.644e-15,7.823e-21,,5.078e-11,1.542e-15,3.194e-20,0,,,1.581e-18,2.278e-15,1.129e-17,3.864e-11,,2.349e-4,1.237e-14,8.081e-18,0,0,1.029e-14,8.159e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.95,5.163e-2,2.193e-15,,,9.238e-15,4.957e-17,,2.391e-12,5.138e-2,8.139e-28,1.851e-13,2.597e-16,6.100e-25,1.644e-15,7.758e-21,,3.482e-11,1.542e-15,3.830e-20,0,,,1.579e-18,2.279e-15,1.129e-17,3.829e-11,,2.486e-4,1.237e-14,8.085e-18,0,0,7.781e-15,8.162e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
619.98,5.345e-2,2.200e-15,,,9.237e-15,4.958e-17,,2.390e-12,5.318e-2,8.135e-28,1.850e-13,2.563e-16,3.467e-25,1.645e-15,7.660e-21,,1.968e-11,1.542e-15,5.006e-20,0,,,1.577e-18,2.280e-15,1.130e-17,3.771e-11,,2.698e-4,1.237e-14,8.091e-18,0,0,3.474e-15,8.167e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620,5.454e-2,2.204e-15,,,9.236e-15,4.959e-17,,2.390e-12,5.425e-2,8.132e-28,1.850e-13,2.541e-16,2.371e-25,1.645e-15,7.594e-21,,1.341e-11,1.543e-15,5.967e-20,0,,,1.576e-18,2.280e-15,1.130e-17,3.728e-11,,2.843e-4,1.237e-14,8.096e-18,0,0,5.263e-15,8.171e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.03,5.594e-2,2.211e-15,,,9.235e-15,4.960e-17,,2.388e-12,5.564e-2,8.127e-28,1.849e-13,2.507e-16,1.335e-25,1.646e-15,7.496e-21,,7.507e-12,1.543e-15,7.727e-20,0,,,1.574e-18,2.281e-15,1.130e-17,3.659e-11,,3.065e-4,1.237e-14,8.102e-18,0,0,9.769e-15,8.176e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.05,5.672e-2,2.216e-15,,,9.234e-15,4.960e-17,,2.388e-12,5.640e-2,8.124e-28,1.849e-13,2.484e-16,9.070e-26,1.646e-15,7.431e-21,,5.082e-12,1.543e-15,9.152e-20,0,,,1.573e-18,2.282e-15,1.130e-17,3.609e-11,,3.213e-4,1.237e-14,8.106e-18,0,0,1.471e-14,8.179e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.08,5.765e-2,2.222e-15,,,9.233e-15,4.961e-17,,2.387e-12,5.731e-2,8.120e-28,1.848e-13,2.450e-16,5.058e-26,1.646e-15,7.333e-21,,2.818e-12,1.544e-15,1.174e-19,0,,,1.571e-18,2.282e-15,1.131e-17,3.528e-11,,3.436e-4,1.237e-14,8.113e-18,0,0,2.706e-14,8.184e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.1,5.809e-2,2.227e-15,,,9.232e-15,4.962e-17,,2.386e-12,5.774e-2,8.117e-28,1.847e-13,2.428e-16,3.416e-26,1.647e-15,7.268e-21,,1.897e-12,1.544e-15,1.382e-19,0,,,1.569e-18,2.283e-15,1.131e-17,3.470e-11,,3.583e-4,1.237e-14,8.117e-18,0,0,4.049e-14,8.188e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.13,5.849e-2,2.234e-15,,,9.231e-15,4.962e-17,,2.385e-12,5.811e-2,8.113e-28,1.847e-13,2.394e-16,1.887e-26,1.647e-15,7.170e-21,,1.042e-12,1.544e-15,1.757e-19,0,,,1.567e-18,2.284e-15,1.131e-17,3.378e-11,,3.800e-4,1.236e-14,8.123e-18,0,0,7.378e-14,8.193e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.15,5.858e-2,2.238e-15,,,9.230e-15,4.963e-17,,2.384e-12,5.819e-2,8.110e-28,1.846e-13,2.371e-16,1.266e-26,1.647e-15,7.105e-21,,6.967e-13,1.545e-15,2.055e-19,0,,,1.566e-18,2.284e-15,1.132e-17,3.313e-11,,3.940e-4,1.236e-14,8.128e-18,0,0,1.097e-13,8.196e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.18,5.844e-2,2.245e-15,,,9.229e-15,4.964e-17,,2.383e-12,5.802e-2,8.105e-28,1.846e-13,2.337e-16,6.928e-27,1.648e-15,7.007e-21,,3.791e-13,1.545e-15,2.587e-19,0,,,1.564e-18,2.285e-15,1.132e-17,3.210e-11,,4.142e-4,1.236e-14,8.134e-18,0,0,1.981e-13,8.201e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.2,5.816e-2,2.249e-15,,,9.228e-15,4.964e-17,,2.382e-12,5.773e-2,8.102e-28,1.845e-13,2.315e-16,4.620e-27,1.648e-15,6.942e-21,,2.519e-13,1.545e-15,3.008e-19,0,,,1.563e-18,2.286e-15,1.132e-17,3.137e-11,,4.270e-4,1.236e-14,8.138e-18,0,0,2.928e-13,8.204e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.22,5.774e-2,2.254e-15,,,9.228e-15,4.965e-17,,2.382e-12,5.730e-2,8.099e-28,1.845e-13,2.292e-16,3.073e-27,1.649e-15,6.876e-21,,1.670e-13,1.546e-15,3.488e-19,0,,,1.561e-18,2.286e-15,1.133e-17,3.062e-11,,4.393e-4,1.236e-14,8.143e-18,0,0,4.317e-13,8.208e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.25,5.685e-2,2.260e-15,,,9.226e-15,4.966e-17,,2.381e-12,5.639e-2,8.095e-28,1.844e-13,2.258e-16,1.659e-27,1.649e-15,6.779e-21,,8.968e-14,1.546e-15,4.335e-19,0,,,1.559e-18,2.287e-15,1.133e-17,2.944e-11,,4.563e-4,1.236e-14,8.149e-18,0,0,7.694e-13,8.213e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.27,5.609e-2,2.265e-15,,,9.226e-15,4.966e-17,,2.380e-12,5.562e-2,8.092e-28,1.844e-13,2.235e-16,1.097e-27,1.649e-15,6.713e-21,,5.907e-14,1.546e-15,4.996e-19,0,,,1.558e-18,2.288e-15,1.133e-17,2.863e-11,,4.667e-4,1.236e-14,8.153e-18,0,0,1.127e-12,8.216e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.3,5.471e-2,2.271e-15,,,9.224e-15,4.967e-17,,2.379e-12,5.423e-2,8.088e-28,1.843e-13,2.202e-16,5.866e-28,1.650e-15,6.615e-21,,3.142e-14,1.547e-15,6.152e-19,0,,,1.556e-18,2.288e-15,1.134e-17,2.736e-11,,4.807e-4,1.236e-14,8.160e-18,0,0,1.991e-12,8.221e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.32,5.365e-2,2.276e-15,,,9.224e-15,4.968e-17,,2.378e-12,5.316e-2,8.085e-28,1.842e-13,2.179e-16,3.853e-28,1.650e-15,6.550e-21,,1.791e-14,1.547e-15,7.045e-19,0,,,1.555e-18,2.289e-15,1.134e-17,2.650e-11,,4.890e-4,1.236e-14,8.164e-18,0,0,2.899e-12,8.225e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.35,5.185e-2,2.283e-15,,,9.222e-15,4.969e-17,,2.377e-12,5.135e-2,8.080e-28,1.842e-13,2.145e-16,2.041e-28,1.650e-15,6.452e-21,,9.454e-15,1.548e-15,8.595e-19,0,,,1.553e-18,2.290e-15,1.134e-17,2.517e-11,,4.997e-4,1.236e-14,8.170e-18,0,0,5.071e-12,8.230e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.37,5.052e-2,2.287e-15,,,9.222e-15,4.969e-17,,2.376e-12,5.002e-2,8.077e-28,1.841e-13,2.122e-16,1.332e-28,1.651e-15,6.387e-21,,9.504e-15,1.548e-15,9.782e-19,0,,,1.551e-18,2.290e-15,1.134e-17,2.426e-11,,5.056e-4,1.236e-14,8.175e-18,0,0,7.340e-12,8.233e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.4,4.838e-2,2.294e-15,,,9.220e-15,4.970e-17,,2.375e-12,4.786e-2,8.073e-28,1.841e-13,2.088e-16,1.373e-28,1.651e-15,6.289e-21,,9.578e-15,1.548e-15,1.182e-18,0,,,1.549e-18,2.291e-15,1.135e-17,2.288e-11,,5.129e-4,1.236e-14,8.181e-18,0,0,1.272e-11,8.238e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.42,4.685e-2,2.298e-15,,,9.220e-15,4.971e-17,,2.375e-12,4.633e-2,8.070e-28,1.840e-13,2.066e-16,1.400e-28,1.652e-15,6.224e-21,,9.628e-15,1.549e-15,1.337e-18,0,,,1.548e-18,2.292e-15,1.135e-17,2.196e-11,,5.165e-4,1.236e-14,8.185e-18,0,0,1.830e-11,8.241e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.45,4.445e-2,2.305e-15,,,9.218e-15,4.971e-17,,2.373e-12,4.392e-2,8.066e-28,1.839e-13,2.032e-16,1.441e-28,1.652e-15,6.126e-21,,9.702e-15,1.549e-15,1.601e-18,0,,,1.546e-18,2.292e-15,1.135e-17,2.056e-11,,5.205e-4,1.236e-14,8.192e-18,0,0,3.143e-11,8.247e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
620.47,4.278e-2,2.309e-15,,,9.218e-15,4.972e-17,,2.373e-12,4.226e-2,8.063e-28,1.839e-13,2.009e-16,1.468e-28,1.652e-15,6.061e-21,,9.752e-15,1.549e-15,1.800e-18,0,,,1.545e-18,2.293e-15,1.136e-17,1.963e-11,,5.221e-4,1.236e-14,8.196e-18,0,0,4.492e-11,8.250e-14,0,0,0,,0,0,,0,,,,0,,,,,,0,0
